Key	English	Welsh	Comments
page.tcs.workandhours.startajobemployed.paymentdetails.howOftenPaidWTC	How often do you want paid Working Tax Credit?		No Welsh translation found
page.tcs.childcare.changechildcare.cannot-remove-a-childcare-endDate.p1	You said you are going to stop paying {0} on {1}.		No Welsh translation found
page.tcs.workandhours.endedajob.partner.employerName.help	If your partner was self-employed, enter self-employed and the type of work they did, like “Self-employed builder”.		No Welsh translation found
page.tcs.addchildcare.have-you-told-you-not-work-16-hours-or-more.yes-or-no.error-empty	Select yes if you told us that you work 16 hours or more a week		No Welsh translation found
page.tcs.children.removeachild.leaveclaimdate.futureDate	Enter a date that is today or in the past when you want the child to be removed from your claim		No Welsh translation found
page.tcs.children.changeachilddisabilitystatus.changeerrortext	Enter a date when they were registered as disabled or when they stopped being registered as disabled		No Welsh translation found
page.tcs.workandhours.amendajob.you.jobStartedDate.errorEmpty	Enter the date your working hours changed		No Welsh translation found
page.tcs.children.education.firstname.hint	The child’s first and middle names should be as they are shown on your annual review.		No Welsh translation found
page.tcs.renewals.children.add-a-child.error-money-from-local-authority	Tell us if you get payments from your local authority to help with the cost of this child’s accommodation or maintenance		No Welsh translation found
page.tcs.children.add-a-child.confirm-answers.receive-gov-money	Do you get money from your local council for {0}?		No Welsh translation found
page.questionnaire.very_satisfied	Very satisfied		No Welsh translation found
page.tcs.workandhours.startajobemployed.employerName.error	Employer’s name must be between 2 and 56 characters		No Welsh translation found
page.tcs.renewals.children.add-a-child.error-date-of-birth	Enter child’s date of birth		No Welsh translation found
page.tcs.workandhours.stillhaveajob.self-employed.partner.title	Is your partner still self-employed?		No Welsh translation found
dashboard.your-tax-credits.renewal-status.multi.p1.NOTSTARTED	You have {1} annual declarations to complete.		No Welsh translation found
page.tcs.workandhours.startajobemployed.employerName.help	If self-employed enter the type of work, for example self-employed builder		No Welsh translation found
page.tcs.change-bank-details.not_selected_tax_credits	Select the tax credits you want paid into this account		No Welsh translation found
page.tcs.childcare.average-cost-changed.title	Have your total average weekly childcare costs changed by £10 or more?		No Welsh translation found
page.questionnaire.send_feedback	Send		No Welsh translation found
page.tcs.children.disability.does-get-afip.yes-or-no.error-empty	Select yes if {0} gets Armed Forces Independence Payment		No Welsh translation found
dashboard.viewchangedetails.you.start-childcare	Add a childcare provider		No Welsh translation found
page.tcs.children.changeachildwherelivedate.date.before-dob-error	Enter a date that is the same as or after {0}, when {1} started living with you		No Welsh translation found
page.tcs.children.removeachild.reasonforleaving	Why do you want to remove this child from your claim?		No Welsh translation found
page.tcs.workandhours.employed-summary.earnings.vh	how much you get paid at {0}		No Welsh translation found
page.tcs.children.change-childs-details-get-dla.header	Does {0} get Disability Living Allowance?		No Welsh translation found
page.tcs.children.educationandtraining.datestoppedfulltimenonadveducation.helptext	For example, 31 3 2015		No Welsh translation found
page.tcs.children.educationandtraining.nameofcourse	What was the name of course or training?		No Welsh translation found
page.tcs.change.childcare-summary.how-often-you-pay	How often do you pay {0}?		No Welsh translation found
page.tcs.children.training.dateofbirth.required	Enter the child’s date of birth		No Welsh translation found
page.tcs.childcare.changechildcare.cannot-add-a-childcare-startdate.title	You cannot change the childcare provider’s costs yet		No Welsh translation found
page.tcs.workandhours.endedajob.jobEndDate	When did the job end?		No Welsh translation found
page.tcs.childcare.childDisability.child_firstnames	First name(s) of child		No Welsh translation found
dashboard.your-tax-credits.renewal-status.icon	Information		No Welsh translation found
page.tcs.children.disability.stop-certified-blind.title	When did the child stop being certified blind?		No Welsh translation found
page.tcs.personal.addresschange.haveyouseparated	If ‘No’ have you separated?		No Welsh translation found
page.tcs.children.add-a-child.confirm-answers.does-child-get-any-of-these-benefits	Does {0} get any of these benefits? (Employment and Support Allowance, income-based Jobseeker’s Allowance, Income Support, tax credits or Universal Credit)		No Welsh translation found
page.tcs.workandhours.incomechangeselfemployedprofit.you.service_header	How much <span class="one-liner">self-employed</span> profit do you expect to make between <span class="one-liner">{0}</span> and <span class="one-liner">{1}</span>?		No Welsh translation found
page.tcs.online-service-unavailable.p1	We cannot deal with your tax credits claim online.		No Welsh translation found
page.tcs.childcare.confirm-your-answers.is-the-childcare-provider-approved-edit	 if the childcare provider is approved		No Welsh translation found
dashboard.your-tax-credits.renewal-status.title.PROCESSING	Your renewal is being processed		No Welsh translation found
page.renewals.renewals_homepage.children.change.child_impaired	Child is certified as severely sight impaired or blind		No Welsh translation found
page.tcs.children.training.firstname.required	Enter the child’s first and middle names		No Welsh translation found
page.tcs.wtc.ctc-payments.your-tax-credits-payment.multiple.ftnae.p1	We are currently working out your tax credits payments as your children are about to change their education or training.		No Welsh translation found
page.renewals.renewals_homepage.pending_changes_banner.change_types.end_a_job_employed_partner	You told us your partner ended a job		No Welsh translation found
page.tcs.changechildcare.provider-notification.p3	how much you pay them		No Welsh translation found
page.questionnaire.very_easy	Very easy		No Welsh translation found
page.tcs.fallout.2fa-dropout.p2	This is to prevent anyone other than you accessing your personal details.		No Welsh translation found
page.tcs.changes_other.p1	Tell us about any other changes for you or your partner and include dates, for example:		No Welsh translation found
page.tcs.children.add-a-child.will-child-study-more-than-twelve-hours-a-week.title	Will the child study for an average of more than 12 hours a week?		No Welsh translation found
page.tcs.childcare.changechildcare.do-you-still-pay-with-own-money.title	Do you still pay the childcare provider with your own money?		No Welsh translation found
page.tcs.workandhours.howmanyhours.partner.blank.employed	Enter how many hours {0} normally works a week		No Welsh translation found
page.tcs.workandhours.isthispermanentwork.partner.expectedEndDate	If you give an end date, we will only use it to work out their estimated earnings from this job. You will need to tell us when this job finishes.<P>When do you expect this job to end?</p>		No Welsh translation found
dashboard.your-tax-credits.renewal-status.p1.PARTIALLY	You have not completed your declaration.		No Welsh translation found
page.tcs.renewals.changes_other.stopped.li10	Jobseeker’s Allowance (contributions-based)		No Welsh translation found
page.tcs.personal.change_telephone_number.title-your-partner-number	What are your partner’s telephone numbers?		No Welsh translation found
dashboard.your-tax-credits.renewal-status.multi.p2.AUTONOTSTARTED	You have {0} declarations to check.		No Welsh translation found
page.tcs.workandhours.typeofwork.last_job.partner.noneSelected	Select if {0} was employed or self-employed in their last job		No Welsh translation found
page.tcs.workandhours.deductions.adoptionAmount.helptext2	For example, if you got &pound;139 for 10 weeks, enter &pound;1000.		No Welsh translation found
page.tcs.children.changeachilddisabilitystatus.lastname.error	Enter the child’s last name		No Welsh translation found
